date,category,category_label,value
2000-01-04,D0,D0 Abnormally dry,23.1
2000-01-11,D0,D0 Abnormally dry,30.8
2000-01-18,D0,D0 Abnormally dry,34.99
2000-01-25,D0,D0 Abnormally dry,36.58
2000-02-01,D0,D0 Abnormally dry,30.11
2000-02-08,D0,D0 Abnormally dry,28.85
2000-02-15,D0,D0 Abnormally dry,26.06
2000-02-22,D0,D0 Abnormally dry,21.67
2000-02-29,D0,D0 Abnormally dry,18.37
2000-03-07,D0,D0 Abnormally dry,18.3
2000-03-14,D0,D0 Abnormally dry,14.96
2000-03-21,D0,D0 Abnormally dry,15.25
2000-03-28,D0,D0 Abnormally dry,15.76
2000-04-04,D0,D0 Abnormally dry,19.15
2000-04-11,D0,D0 Abnormally dry,15.65
2000-04-18,D0,D0 Abnormally dry,17.01
2000-04-25,D0,D0 Abnormally dry,16.38
2000-05-02,D0,D0 Abnormally dry,15.81
2000-05-09,D0,D0 Abnormally dry,16.37
2000-05-16,D0,D0 Abnormally dry,15.98
2000-05-23,D0,D0 Abnormally dry,15.38
2000-05-30,D0,D0 Abnormally dry,11.53
2000-06-06,D0,D0 Abnormally dry,13.42
2000-06-13,D0,D0 Abnormally dry,17.27
2000-06-20,D0,D0 Abnormally dry,16.62
2000-06-27,D0,D0 Abnormally dry,18.93
2000-07-04,D0,D0 Abnormally dry,27.23
2000-07-11,D0,D0 Abnormally dry,26.58
2000-07-18,D0,D0 Abnormally dry,25.48
2000-07-25,D0,D0 Abnormally dry,23.95
2000-08-01,D0,D0 Abnormally dry,21.38
2000-08-08,D0,D0 Abnormally dry,22.28
2000-08-15,D0,D0 Abnormally dry,20.19
2000-08-22,D0,D0 Abnormally dry,17.56
2000-08-29,D0,D0 Abnormally dry,20.13
2000-09-05,D0,D0 Abnormally dry,18.88
2000-09-12,D0,D0 Abnormally dry,14.86
2000-09-19,D0,D0 Abnormally dry,15.54
2000-09-26,D0,D0 Abnormally dry,16.33
2000-10-03,D0,D0 Abnormally dry,16.33
2000-10-10,D0,D0 Abnormally dry,15.48
2000-10-17,D0,D0 Abnormally dry,15.79
2000-10-24,D0,D0 Abnormally dry,20.93
2000-10-31,D0,D0 Abnormally dry,20.97
2000-11-07,D0,D0 Abnormally dry,21.26
2000-11-14,D0,D0 Abnormally dry,15.08
2000-11-21,D0,D0 Abnormally dry,15.15
2000-11-28,D0,D0 Abnormally dry,16.2
2000-12-05,D0,D0 Abnormally dry,14.37
2000-12-12,D0,D0 Abnormally dry,13.53
2000-12-19,D0,D0 Abnormally dry,11.79
2000-12-26,D0,D0 Abnormally dry,11.22
2001-01-02,D0,D0 Abnormally dry,12.82
2001-01-09,D0,D0 Abnormally dry,14.69
2001-01-16,D0,D0 Abnormally dry,13.22
2001-01-23,D0,D0 Abnormally dry,25.62
2001-01-30,D0,D0 Abnormally dry,22.74
2001-02-06,D0,D0 Abnormally dry,22.26
2001-02-13,D0,D0 Abnormally dry,12.58
2001-02-20,D0,D0 Abnormally dry,10.69
2001-02-27,D0,D0 Abnormally dry,11
2001-03-06,D0,D0 Abnormally dry,10.07
2001-03-13,D0,D0 Abnormally dry,10.85
2001-03-20,D0,D0 Abnormally dry,10.57
2001-03-27,D0,D0 Abnormally dry,13.79
2001-04-03,D0,D0 Abnormally dry,14.69
2001-04-10,D0,D0 Abnormally dry,11.96
2001-04-17,D0,D0 Abnormally dry,11.45
2001-04-24,D0,D0 Abnormally dry,10.93
2001-05-01,D0,D0 Abnormally dry,10.02
2001-05-08,D0,D0 Abnormally dry,15.85
2001-05-15,D0,D0 Abnormally dry,13.95
2001-05-22,D0,D0 Abnormally dry,11.99
2001-05-29,D0,D0 Abnormally dry,12.31
2001-06-05,D0,D0 Abnormally dry,10.63
2001-06-12,D0,D0 Abnormally dry,10.37
2001-06-19,D0,D0 Abnormally dry,15.37
2001-06-26,D0,D0 Abnormally dry,16.13
2001-07-03,D0,D0 Abnormally dry,17.79
2001-07-10,D0,D0 Abnormally dry,14.52
2001-07-17,D0,D0 Abnormally dry,19.46
2001-07-24,D0,D0 Abnormally dry,21.45
2001-07-31,D0,D0 Abnormally dry,18.25
2001-08-07,D0,D0 Abnormally dry,17.06
2001-08-14,D0,D0 Abnormally dry,15.07
2001-08-21,D0,D0 Abnormally dry,12.59
2001-08-28,D0,D0 Abnormally dry,14.31
2001-09-04,D0,D0 Abnormally dry,18.19
2001-09-11,D0,D0 Abnormally dry,17.41
2001-09-18,D0,D0 Abnormally dry,15.76
2001-09-25,D0,D0 Abnormally dry,12.87
2001-10-02,D0,D0 Abnormally dry,13.37
2001-10-09,D0,D0 Abnormally dry,15.3
2001-10-16,D0,D0 Abnormally dry,14.72
2001-10-23,D0,D0 Abnormally dry,17.2
2001-10-30,D0,D0 Abnormally dry,16.5
2001-11-06,D0,D0 Abnormally dry,17.38
2001-11-13,D0,D0 Abnormally dry,18.52
2001-11-20,D0,D0 Abnormally dry,18.31
2001-11-27,D0,D0 Abnormally dry,15.46
2001-12-04,D0,D0 Abnormally dry,14.44
2001-12-11,D0,D0 Abnormally dry,14.43
2001-12-18,D0,D0 Abnormally dry,13.64
2001-12-25,D0,D0 Abnormally dry,14.22
2002-01-01,D0,D0 Abnormally dry,14.09
2002-01-08,D0,D0 Abnormally dry,16.53
2002-01-15,D0,D0 Abnormally dry,18.94
2002-01-22,D0,D0 Abnormally dry,19.64
2002-01-29,D0,D0 Abnormally dry,20.83
2002-02-05,D0,D0 Abnormally dry,21.36
2002-02-12,D0,D0 Abnormally dry,20.78
2002-02-19,D0,D0 Abnormally dry,21.14
2002-02-26,D0,D0 Abnormally dry,23.12
2002-03-05,D0,D0 Abnormally dry,22.62
2002-03-12,D0,D0 Abnormally dry,22.1
2002-03-19,D0,D0 Abnormally dry,23.37
2002-03-26,D0,D0 Abnormally dry,22.83
2002-04-02,D0,D0 Abnormally dry,21.36
2002-04-09,D0,D0 Abnormally dry,19.14
2002-04-16,D0,D0 Abnormally dry,17.99
2002-04-23,D0,D0 Abnormally dry,18.82
2002-04-30,D0,D0 Abnormally dry,18
2002-05-07,D0,D0 Abnormally dry,19
2002-05-14,D0,D0 Abnormally dry,14.84
2002-05-21,D0,D0 Abnormally dry,15.37
2002-05-28,D0,D0 Abnormally dry,15.99
2002-06-04,D0,D0 Abnormally dry,22.78
2002-06-11,D0,D0 Abnormally dry,21.3
2002-06-18,D0,D0 Abnormally dry,18.07
2002-06-25,D0,D0 Abnormally dry,18.37
2002-07-02,D0,D0 Abnormally dry,18.85
2002-07-09,D0,D0 Abnormally dry,19.7
2002-07-16,D0,D0 Abnormally dry,19.44
2002-07-23,D0,D0 Abnormally dry,22.07
2002-07-30,D0,D0 Abnormally dry,23.72
2002-08-06,D0,D0 Abnormally dry,24.04
2002-08-13,D0,D0 Abnormally dry,23.42
2002-08-20,D0,D0 Abnormally dry,19.89
2002-08-27,D0,D0 Abnormally dry,17.85
2002-09-03,D0,D0 Abnormally dry,19.2
2002-09-10,D0,D0 Abnormally dry,13.74
2002-09-17,D0,D0 Abnormally dry,14.98
2002-09-24,D0,D0 Abnormally dry,12.86
2002-10-01,D0,D0 Abnormally dry,18.67
2002-10-08,D0,D0 Abnormally dry,17.59
2002-10-15,D0,D0 Abnormally dry,14.96
2002-10-22,D0,D0 Abnormally dry,13.56
2002-10-29,D0,D0 Abnormally dry,11.86
2002-11-05,D0,D0 Abnormally dry,10.63
2002-11-12,D0,D0 Abnormally dry,13.65
2002-11-19,D0,D0 Abnormally dry,14.31
2002-11-26,D0,D0 Abnormally dry,14.4
2002-12-03,D0,D0 Abnormally dry,14.2
2002-12-10,D0,D0 Abnormally dry,14.81
2002-12-17,D0,D0 Abnormally dry,12.8
2002-12-24,D0,D0 Abnormally dry,12.21
2002-12-31,D0,D0 Abnormally dry,11.66
2003-01-07,D0,D0 Abnormally dry,12.79
2003-01-14,D0,D0 Abnormally dry,11.73
2003-01-21,D0,D0 Abnormally dry,13.35
2003-01-28,D0,D0 Abnormally dry,14.17
2003-02-04,D0,D0 Abnormally dry,14.95
2003-02-11,D0,D0 Abnormally dry,15.36
2003-02-18,D0,D0 Abnormally dry,14.84
2003-02-25,D0,D0 Abnormally dry,16.03
2003-03-04,D0,D0 Abnormally dry,15.33
2003-03-11,D0,D0 Abnormally dry,17.09
2003-03-18,D0,D0 Abnormally dry,16.3
2003-03-25,D0,D0 Abnormally dry,15.49
2003-04-01,D0,D0 Abnormally dry,18.02
2003-04-08,D0,D0 Abnormally dry,17.41
2003-04-15,D0,D0 Abnormally dry,18.47
2003-04-22,D0,D0 Abnormally dry,17.45
2003-04-29,D0,D0 Abnormally dry,21.07
2003-05-06,D0,D0 Abnormally dry,18.4
2003-05-13,D0,D0 Abnormally dry,14.88
2003-05-20,D0,D0 Abnormally dry,13.16
2003-05-27,D0,D0 Abnormally dry,13.13
2003-06-03,D0,D0 Abnormally dry,15.91
2003-06-10,D0,D0 Abnormally dry,17.08
2003-06-17,D0,D0 Abnormally dry,20.02
2003-06-24,D0,D0 Abnormally dry,20.4
2003-07-01,D0,D0 Abnormally dry,20.32
2003-07-08,D0,D0 Abnormally dry,18.06
2003-07-15,D0,D0 Abnormally dry,21.97
2003-07-22,D0,D0 Abnormally dry,14.82
2003-07-29,D0,D0 Abnormally dry,7.15
2003-08-05,D0,D0 Abnormally dry,8.12
2003-08-12,D0,D0 Abnormally dry,8.87
2003-08-19,D0,D0 Abnormally dry,13.2
2003-08-26,D0,D0 Abnormally dry,10.61
2003-09-02,D0,D0 Abnormally dry,10.33
2003-09-09,D0,D0 Abnormally dry,9.12
2003-09-16,D0,D0 Abnormally dry,10.62
2003-09-23,D0,D0 Abnormally dry,11.02
2003-09-30,D0,D0 Abnormally dry,11.43
2003-10-07,D0,D0 Abnormally dry,9.42
2003-10-14,D0,D0 Abnormally dry,11.72
2003-10-21,D0,D0 Abnormally dry,13.22
2003-10-28,D0,D0 Abnormally dry,12.92
2003-11-04,D0,D0 Abnormally dry,12.62
2003-11-11,D0,D0 Abnormally dry,12.88
2003-11-18,D0,D0 Abnormally dry,11.96
2003-11-25,D0,D0 Abnormally dry,11.26
2003-12-02,D0,D0 Abnormally dry,10.75
2003-12-09,D0,D0 Abnormally dry,11.16
2003-12-16,D0,D0 Abnormally dry,9.43
2003-12-23,D0,D0 Abnormally dry,9.69
2003-12-30,D0,D0 Abnormally dry,10.85
2004-01-06,D0,D0 Abnormally dry,13.24
2004-01-13,D0,D0 Abnormally dry,13.26
2004-01-20,D0,D0 Abnormally dry,12.01
2004-01-27,D0,D0 Abnormally dry,12.48
2004-02-03,D0,D0 Abnormally dry,13.05
2004-02-10,D0,D0 Abnormally dry,14.86
2004-02-17,D0,D0 Abnormally dry,14.69
2004-02-24,D0,D0 Abnormally dry,14.02
2004-03-02,D0,D0 Abnormally dry,14.74
2004-03-09,D0,D0 Abnormally dry,12.54
2004-03-16,D0,D0 Abnormally dry,12.9
2004-03-23,D0,D0 Abnormally dry,15.52
2004-03-30,D0,D0 Abnormally dry,17.11
2004-04-06,D0,D0 Abnormally dry,18.82
2004-04-13,D0,D0 Abnormally dry,19.59
2004-04-20,D0,D0 Abnormally dry,20.04
2004-04-27,D0,D0 Abnormally dry,17.7
2004-05-04,D0,D0 Abnormally dry,15.71
2004-05-11,D0,D0 Abnormally dry,16.59
2004-05-18,D0,D0 Abnormally dry,17.06
2004-05-25,D0,D0 Abnormally dry,17.81
2004-06-01,D0,D0 Abnormally dry,16.14
2004-06-08,D0,D0 Abnormally dry,13.95
2004-06-15,D0,D0 Abnormally dry,11.95
2004-06-22,D0,D0 Abnormally dry,10.86
2004-06-29,D0,D0 Abnormally dry,13.89
2004-07-06,D0,D0 Abnormally dry,14.49
2004-07-13,D0,D0 Abnormally dry,15.4
2004-07-20,D0,D0 Abnormally dry,16.53
2004-07-27,D0,D0 Abnormally dry,18.23
2004-08-03,D0,D0 Abnormally dry,19.05
2004-08-10,D0,D0 Abnormally dry,16.96
2004-08-17,D0,D0 Abnormally dry,12.73
2004-08-24,D0,D0 Abnormally dry,11.76
2004-08-31,D0,D0 Abnormally dry,11.13
2004-09-07,D0,D0 Abnormally dry,12.37
2004-09-14,D0,D0 Abnormally dry,14.81
2004-09-21,D0,D0 Abnormally dry,15.74
2004-09-28,D0,D0 Abnormally dry,13.77
2004-10-05,D0,D0 Abnormally dry,16.38
2004-10-12,D0,D0 Abnormally dry,13.69
2004-10-19,D0,D0 Abnormally dry,12.43
2004-10-26,D0,D0 Abnormally dry,13.31
2004-11-02,D0,D0 Abnormally dry,12.72
2004-11-09,D0,D0 Abnormally dry,12.6
2004-11-16,D0,D0 Abnormally dry,13.15
2004-11-23,D0,D0 Abnormally dry,12.68
2004-11-30,D0,D0 Abnormally dry,11.55
2004-12-07,D0,D0 Abnormally dry,11.01
2004-12-14,D0,D0 Abnormally dry,10.41
2004-12-21,D0,D0 Abnormally dry,11.55
2004-12-28,D0,D0 Abnormally dry,9.77
2005-01-04,D0,D0 Abnormally dry,9.49
2005-01-11,D0,D0 Abnormally dry,12.99
2005-01-18,D0,D0 Abnormally dry,12.32
2005-01-25,D0,D0 Abnormally dry,12.14
2005-02-01,D0,D0 Abnormally dry,8.89
2005-02-08,D0,D0 Abnormally dry,9.04
2005-02-15,D0,D0 Abnormally dry,10.01
2005-02-22,D0,D0 Abnormally dry,10.46
2005-03-01,D0,D0 Abnormally dry,9.77
2005-03-08,D0,D0 Abnormally dry,11.15
2005-03-15,D0,D0 Abnormally dry,11.3
2005-03-22,D0,D0 Abnormally dry,10.95
2005-03-29,D0,D0 Abnormally dry,9.64
2005-04-05,D0,D0 Abnormally dry,9.59
2005-04-12,D0,D0 Abnormally dry,7.83
2005-04-19,D0,D0 Abnormally dry,11.34
2005-04-26,D0,D0 Abnormally dry,11.32
2005-05-03,D0,D0 Abnormally dry,18.89
2005-05-10,D0,D0 Abnormally dry,20.91
2005-05-17,D0,D0 Abnormally dry,15.86
2005-05-24,D0,D0 Abnormally dry,18.66
2005-05-31,D0,D0 Abnormally dry,17.88
2005-06-07,D0,D0 Abnormally dry,14.99
2005-06-14,D0,D0 Abnormally dry,13.54
2005-06-21,D0,D0 Abnormally dry,14.8
2005-06-28,D0,D0 Abnormally dry,20.01
2005-07-05,D0,D0 Abnormally dry,17.48
2005-07-12,D0,D0 Abnormally dry,15.83
2005-07-19,D0,D0 Abnormally dry,16.58
2005-07-26,D0,D0 Abnormally dry,19.05
2005-08-02,D0,D0 Abnormally dry,19.3
2005-08-09,D0,D0 Abnormally dry,20.32
2005-08-16,D0,D0 Abnormally dry,20.24
2005-08-23,D0,D0 Abnormally dry,18.91
2005-08-30,D0,D0 Abnormally dry,19.29
2005-09-06,D0,D0 Abnormally dry,20.98
2005-09-13,D0,D0 Abnormally dry,22.05
2005-09-20,D0,D0 Abnormally dry,20.95
2005-09-27,D0,D0 Abnormally dry,20.61
2005-10-04,D0,D0 Abnormally dry,19.17
2005-10-11,D0,D0 Abnormally dry,20.27
2005-10-18,D0,D0 Abnormally dry,20.19
2005-10-25,D0,D0 Abnormally dry,22.04
2005-11-01,D0,D0 Abnormally dry,26.65
2005-11-08,D0,D0 Abnormally dry,25.12
2005-11-15,D0,D0 Abnormally dry,25.56
2005-11-22,D0,D0 Abnormally dry,24.44
2005-11-29,D0,D0 Abnormally dry,23.34
2005-12-06,D0,D0 Abnormally dry,20.91
2005-12-13,D0,D0 Abnormally dry,21.58
2005-12-20,D0,D0 Abnormally dry,21.07
2005-12-27,D0,D0 Abnormally dry,19.74
2006-01-03,D0,D0 Abnormally dry,19.67
2006-01-10,D0,D0 Abnormally dry,21.03
2006-01-17,D0,D0 Abnormally dry,20.34
2006-01-24,D0,D0 Abnormally dry,18.68
2006-01-31,D0,D0 Abnormally dry,16.87
2006-02-07,D0,D0 Abnormally dry,16.45
2006-02-14,D0,D0 Abnormally dry,15.95
2006-02-21,D0,D0 Abnormally dry,15.76
2006-02-28,D0,D0 Abnormally dry,17.59
2006-03-07,D0,D0 Abnormally dry,18.07
2006-03-14,D0,D0 Abnormally dry,16.82
2006-03-21,D0,D0 Abnormally dry,23.6
2006-03-28,D0,D0 Abnormally dry,22.34
2006-04-04,D0,D0 Abnormally dry,23.71
2006-04-11,D0,D0 Abnormally dry,20.46
2006-04-18,D0,D0 Abnormally dry,21.03
2006-04-25,D0,D0 Abnormally dry,20.37
2006-05-02,D0,D0 Abnormally dry,22.26
2006-05-09,D0,D0 Abnormally dry,26.53
2006-05-16,D0,D0 Abnormally dry,22.63
2006-05-23,D0,D0 Abnormally dry,18.75
2006-05-30,D0,D0 Abnormally dry,20.24
2006-06-06,D0,D0 Abnormally dry,18.03
2006-06-13,D0,D0 Abnormally dry,19.08
2006-06-20,D0,D0 Abnormally dry,19.91
2006-06-27,D0,D0 Abnormally dry,17.91
2006-07-04,D0,D0 Abnormally dry,15.55
2006-07-11,D0,D0 Abnormally dry,17.42
2006-07-18,D0,D0 Abnormally dry,12.63
2006-07-25,D0,D0 Abnormally dry,12.31
2006-08-01,D0,D0 Abnormally dry,12.96
2006-08-08,D0,D0 Abnormally dry,13.7
2006-08-15,D0,D0 Abnormally dry,14.18
2006-08-22,D0,D0 Abnormally dry,13.92
2006-08-29,D0,D0 Abnormally dry,16.28
2006-09-05,D0,D0 Abnormally dry,16.55
2006-09-12,D0,D0 Abnormally dry,14.76
2006-09-19,D0,D0 Abnormally dry,16.77
2006-09-26,D0,D0 Abnormally dry,18.46
2006-10-03,D0,D0 Abnormally dry,17.64
2006-10-10,D0,D0 Abnormally dry,16.48
2006-10-17,D0,D0 Abnormally dry,16.92
2006-10-24,D0,D0 Abnormally dry,15.63
2006-10-31,D0,D0 Abnormally dry,15.15
2006-11-07,D0,D0 Abnormally dry,13.8
2006-11-14,D0,D0 Abnormally dry,14.69
2006-11-21,D0,D0 Abnormally dry,14.57
2006-11-28,D0,D0 Abnormally dry,13.91
2006-12-05,D0,D0 Abnormally dry,17.69
2006-12-12,D0,D0 Abnormally dry,18.59
2006-12-19,D0,D0 Abnormally dry,27.53
2006-12-26,D0,D0 Abnormally dry,27.19
2007-01-02,D0,D0 Abnormally dry,25.03
2007-01-09,D0,D0 Abnormally dry,23.36
2007-01-16,D0,D0 Abnormally dry,21.56
2007-01-23,D0,D0 Abnormally dry,18.5
2007-01-30,D0,D0 Abnormally dry,19.32
2007-02-06,D0,D0 Abnormally dry,21.94
2007-02-13,D0,D0 Abnormally dry,21.45
2007-02-20,D0,D0 Abnormally dry,22.38
2007-02-27,D0,D0 Abnormally dry,21.26
2007-03-06,D0,D0 Abnormally dry,21.82
2007-03-13,D0,D0 Abnormally dry,26.16
2007-03-20,D0,D0 Abnormally dry,26.69
2007-03-27,D0,D0 Abnormally dry,25.24
2007-04-03,D0,D0 Abnormally dry,22.3
2007-04-10,D0,D0 Abnormally dry,21.74
2007-04-17,D0,D0 Abnormally dry,19.78
2007-04-24,D0,D0 Abnormally dry,19.88
2007-05-01,D0,D0 Abnormally dry,19.23
2007-05-08,D0,D0 Abnormally dry,19.14
2007-05-15,D0,D0 Abnormally dry,19.96
2007-05-22,D0,D0 Abnormally dry,19.35
2007-05-29,D0,D0 Abnormally dry,20.56
2007-06-05,D0,D0 Abnormally dry,21.3
2007-06-12,D0,D0 Abnormally dry,19.88
2007-06-19,D0,D0 Abnormally dry,21.05
2007-06-26,D0,D0 Abnormally dry,21.78
2007-07-03,D0,D0 Abnormally dry,21.83
2007-07-10,D0,D0 Abnormally dry,20.73
2007-07-17,D0,D0 Abnormally dry,18.97
2007-07-24,D0,D0 Abnormally dry,20.37
2007-07-31,D0,D0 Abnormally dry,19.72
2007-08-07,D0,D0 Abnormally dry,20.8
2007-08-14,D0,D0 Abnormally dry,18.98
2007-08-21,D0,D0 Abnormally dry,18.03
2007-08-28,D0,D0 Abnormally dry,18.23
2007-09-04,D0,D0 Abnormally dry,18.1
2007-09-11,D0,D0 Abnormally dry,16.62
2007-09-18,D0,D0 Abnormally dry,15.36
2007-09-25,D0,D0 Abnormally dry,15.33
2007-10-02,D0,D0 Abnormally dry,15.98
2007-10-09,D0,D0 Abnormally dry,15.84
2007-10-16,D0,D0 Abnormally dry,15.22
2007-10-23,D0,D0 Abnormally dry,16.3
2007-10-30,D0,D0 Abnormally dry,15.55
2007-11-06,D0,D0 Abnormally dry,17.82
2007-11-13,D0,D0 Abnormally dry,21.15
2007-11-20,D0,D0 Abnormally dry,22.62
2007-11-27,D0,D0 Abnormally dry,18.74
2007-12-04,D0,D0 Abnormally dry,21.54
2007-12-11,D0,D0 Abnormally dry,19.79
2007-12-18,D0,D0 Abnormally dry,18.8
2007-12-25,D0,D0 Abnormally dry,18.93
2008-01-01,D0,D0 Abnormally dry,21.52
2008-01-08,D0,D0 Abnormally dry,22.62
2008-01-15,D0,D0 Abnormally dry,23.46
2008-01-22,D0,D0 Abnormally dry,22.89
2008-01-29,D0,D0 Abnormally dry,25.83
2008-02-05,D0,D0 Abnormally dry,25.71
2008-02-12,D0,D0 Abnormally dry,29.08
2008-02-19,D0,D0 Abnormally dry,26.7
2008-02-26,D0,D0 Abnormally dry,24.19
2008-03-04,D0,D0 Abnormally dry,23.3
2008-03-11,D0,D0 Abnormally dry,23.31
2008-03-18,D0,D0 Abnormally dry,21.24
2008-03-25,D0,D0 Abnormally dry,22.21
2008-04-01,D0,D0 Abnormally dry,23.16
2008-04-08,D0,D0 Abnormally dry,21.86
2008-04-15,D0,D0 Abnormally dry,21.16
2008-04-22,D0,D0 Abnormally dry,21.02
2008-04-29,D0,D0 Abnormally dry,22.79
2008-05-06,D0,D0 Abnormally dry,23.71
2008-05-13,D0,D0 Abnormally dry,23.56
2008-05-20,D0,D0 Abnormally dry,21.7
2008-05-27,D0,D0 Abnormally dry,19.07
2008-06-03,D0,D0 Abnormally dry,19.05
2008-06-10,D0,D0 Abnormally dry,23.84
2008-06-17,D0,D0 Abnormally dry,14.91
2008-06-24,D0,D0 Abnormally dry,15.92
2008-07-01,D0,D0 Abnormally dry,16.6
2008-07-08,D0,D0 Abnormally dry,17.35
2008-07-15,D0,D0 Abnormally dry,17.67
2008-07-22,D0,D0 Abnormally dry,20.9
2008-07-29,D0,D0 Abnormally dry,19.26
2008-08-05,D0,D0 Abnormally dry,20.93
2008-08-12,D0,D0 Abnormally dry,20.52
2008-08-19,D0,D0 Abnormally dry,21.76
2008-08-26,D0,D0 Abnormally dry,25.12
2008-09-02,D0,D0 Abnormally dry,23.57
2008-09-09,D0,D0 Abnormally dry,21.34
2008-09-16,D0,D0 Abnormally dry,22.42
2008-09-23,D0,D0 Abnormally dry,22.13
2008-09-30,D0,D0 Abnormally dry,23.05
2008-10-07,D0,D0 Abnormally dry,22.86
2008-10-14,D0,D0 Abnormally dry,21.75
2008-10-21,D0,D0 Abnormally dry,22.03
2008-10-28,D0,D0 Abnormally dry,20.07
2008-11-04,D0,D0 Abnormally dry,21.83
2008-11-11,D0,D0 Abnormally dry,21.06
2008-11-18,D0,D0 Abnormally dry,22.08
2008-11-25,D0,D0 Abnormally dry,22.75
2008-12-02,D0,D0 Abnormally dry,25.17
2008-12-09,D0,D0 Abnormally dry,25.16
2008-12-16,D0,D0 Abnormally dry,25.6
2008-12-23,D0,D0 Abnormally dry,24.99
2008-12-30,D0,D0 Abnormally dry,22.7
2009-01-06,D0,D0 Abnormally dry,23.12
2009-01-13,D0,D0 Abnormally dry,22.49
2009-01-20,D0,D0 Abnormally dry,22.58
2009-01-27,D0,D0 Abnormally dry,24.11
2009-02-03,D0,D0 Abnormally dry,22.5
2009-02-10,D0,D0 Abnormally dry,26.2
2009-02-17,D0,D0 Abnormally dry,25.26
2009-02-24,D0,D0 Abnormally dry,23.04
2009-03-03,D0,D0 Abnormally dry,24.4
2009-03-10,D0,D0 Abnormally dry,23.95
2009-03-17,D0,D0 Abnormally dry,24.79
2009-03-24,D0,D0 Abnormally dry,25.61
2009-03-31,D0,D0 Abnormally dry,21.6
2009-04-07,D0,D0 Abnormally dry,20.21
2009-04-14,D0,D0 Abnormally dry,20.59
2009-04-21,D0,D0 Abnormally dry,21.65
2009-04-28,D0,D0 Abnormally dry,23.76
2009-05-05,D0,D0 Abnormally dry,19.47
2009-05-12,D0,D0 Abnormally dry,16.69
2009-05-19,D0,D0 Abnormally dry,15.74
2009-05-26,D0,D0 Abnormally dry,15.05
2009-06-02,D0,D0 Abnormally dry,17.75
2009-06-09,D0,D0 Abnormally dry,18.35
2009-06-16,D0,D0 Abnormally dry,18.71
2009-06-23,D0,D0 Abnormally dry,16.75
2009-06-30,D0,D0 Abnormally dry,18.8
2009-07-07,D0,D0 Abnormally dry,19.79
2009-07-14,D0,D0 Abnormally dry,20.32
2009-07-21,D0,D0 Abnormally dry,22.03
2009-07-28,D0,D0 Abnormally dry,20.16
2009-08-04,D0,D0 Abnormally dry,19.8
2009-08-11,D0,D0 Abnormally dry,22.81
2009-08-18,D0,D0 Abnormally dry,21.23
2009-08-25,D0,D0 Abnormally dry,18.16
2009-09-01,D0,D0 Abnormally dry,17.23
2009-09-08,D0,D0 Abnormally dry,18.26
2009-09-15,D0,D0 Abnormally dry,17.06
2009-09-22,D0,D0 Abnormally dry,16.63
2009-09-29,D0,D0 Abnormally dry,18.98
2009-10-06,D0,D0 Abnormally dry,17.58
2009-10-13,D0,D0 Abnormally dry,16.44
2009-10-20,D0,D0 Abnormally dry,15.73
2009-10-27,D0,D0 Abnormally dry,13.49
2009-11-03,D0,D0 Abnormally dry,11.44
2009-11-10,D0,D0 Abnormally dry,11.85
2009-11-17,D0,D0 Abnormally dry,11.09
2009-11-24,D0,D0 Abnormally dry,12.58
2009-12-01,D0,D0 Abnormally dry,12.59
2009-12-08,D0,D0 Abnormally dry,12.81
2009-12-15,D0,D0 Abnormally dry,15.12
2009-12-22,D0,D0 Abnormally dry,15.07
2009-12-29,D0,D0 Abnormally dry,17.6
2010-01-05,D0,D0 Abnormally dry,16.9
2010-01-12,D0,D0 Abnormally dry,20.78
2010-01-19,D0,D0 Abnormally dry,20.65
2010-01-26,D0,D0 Abnormally dry,22.05
2010-02-02,D0,D0 Abnormally dry,21.9
2010-02-09,D0,D0 Abnormally dry,22.52
2010-02-16,D0,D0 Abnormally dry,22.72
2010-02-23,D0,D0 Abnormally dry,22.19
2010-03-02,D0,D0 Abnormally dry,21.97
2010-03-09,D0,D0 Abnormally dry,22.98
2010-03-16,D0,D0 Abnormally dry,21.61
2010-03-23,D0,D0 Abnormally dry,20.87
2010-03-30,D0,D0 Abnormally dry,21.59
2010-04-06,D0,D0 Abnormally dry,22.85
2010-04-13,D0,D0 Abnormally dry,25.38
2010-04-20,D0,D0 Abnormally dry,24.3
2010-04-27,D0,D0 Abnormally dry,25.11
2010-05-04,D0,D0 Abnormally dry,23.56
2010-05-11,D0,D0 Abnormally dry,22.64
2010-05-18,D0,D0 Abnormally dry,19.37
2010-05-25,D0,D0 Abnormally dry,18.34
2010-06-01,D0,D0 Abnormally dry,20.74
2010-06-08,D0,D0 Abnormally dry,16.77
2010-06-15,D0,D0 Abnormally dry,17.99
2010-06-22,D0,D0 Abnormally dry,20.82
2010-06-29,D0,D0 Abnormally dry,21.01
2010-07-06,D0,D0 Abnormally dry,20.4
2010-07-13,D0,D0 Abnormally dry,20.64
2010-07-20,D0,D0 Abnormally dry,21.89
2010-07-27,D0,D0 Abnormally dry,18.91
2010-08-03,D0,D0 Abnormally dry,17.53
2010-08-10,D0,D0 Abnormally dry,18.1
2010-08-17,D0,D0 Abnormally dry,19.89
2010-08-24,D0,D0 Abnormally dry,18.94
2010-08-31,D0,D0 Abnormally dry,21.5
2010-09-07,D0,D0 Abnormally dry,19.67
2010-09-14,D0,D0 Abnormally dry,20.7
