"Figure 3. Average Change in Drought (Five-Year SPEI) in the Contiguous 48 States, 1900–2023",
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,
"Data source: WestWide Drought Tracker, 2024",
Web update: June 2024,
Units: SPEI value,
,
Climate division,Change in five-year SPEI value
SACRAMENTO DRNG._CA,-0.433032105
SAN JOAQUIN DRNG._CA,-0.948885464
SNAKE DRAINAGE_WY,1.643643811
SOUTH CENTRAL LOWER_MI,1.782428633
SOUTH CENTRAL MOUNTAINS_PA,1.072167051
SOUTH CENTRAL_AR,1.930699416
SOUTH CENTRAL_AZ,-2.434116957
SOUTH CENTRAL_FL,-0.679625687
SOUTH CENTRAL_GA,0.324770954
SOUTH CENTRAL_IA,1.348693998
SOUTH CENTRAL_IN,2.01162118
SOUTH CENTRAL_KS,1.234997988
SOUTH CENTRAL_LA,1.553613345
SOUTH CENTRAL_MN,1.596015268
SOUTH CENTRAL_MS,1.484102496
SOUTH CENTRAL_MT,0.690852574
SOUTH CENTRAL_ND,0.947883688
SOUTH CENTRAL_NE,1.186334371
SOUTH CENTRAL_NV,-1.323478512
SOUTH CENTRAL_OH,1.667946246
SOUTH CENTRAL_OK,1.331987776
SOUTH CENTRAL_OR,-0.459584965
SOUTH CENTRAL_SD,1.130181607
SOUTH CENTRAL_TX,0.911473392
SOUTH CENTRAL_UT,-0.818412372
SOUTH CENTRAL_WI,1.691760324
SOUTH COAST DRNG._CA,-1.574920584
SOUTHEAST DESERT BASIN_CA,-2.442792891
SOUTHEAST LOWER_MI,1.570722514
SOUTHEAST_AR,1.319907413
SOUTHEAST_AZ,-1.388591852
SOUTHEAST_GA,0.184689124
SOUTHEAST_IA,1.353575671
SOUTHEAST_IL,1.921875721
SOUTHEAST_IN,2.133653467
SOUTHEAST_KS,1.408453313
SOUTHEAST_LA,1.082362493
SOUTHEAST_MN,1.833678443
SOUTHEAST_MS,1.427409198
SOUTHEAST_ND,0.486344029
SOUTHEAST_NE,0.835667413
SOUTHEAST_OH,1.457110175
SOUTHEAST_OK,1.720042215
SOUTHEAST_OR,-0.493643922
SOUTHEAST_SD,0.853203493
SOUTHEAST_UT,-1.838224064
SOUTHEAST_WI,1.678558088
SOUTHEASTERN PIEDMONT_PA,1.252818197
SOUTHEASTERN PLAINS_NM,-0.801188182
SOUTHEASTERN SHORE_MD,0.636800752
SOUTHEASTERN_MT,0.150486739
SOUTHEASTERN_VT,1.961936104
SOUTHERN COASTAL PLAIN_NC,0.656813012
SOUTHERN DESERT_NM,-0.611583885
SOUTHERN INTERIOR_ME,1.873515377
SOUTHERN MOUNTAINS_NC,0.315850807
SOUTHERN PIEDMONT_NC,-0.039261174
SOUTHERN_DE,0.50515051
SOUTHERN_NH,1.870532469
SOUTHERN_NJ,0.722209745
SOUTHERN_SC,0.702146966
SOUTHERN_TX,0.150806743
SOUTHERN_WV,0.474669599
SOUTHWEST LOWER_MI,2.260075325
SOUTHWEST PLATEAU_PA,1.341453537
SOUTHWEST_AR,1.98500411
SOUTHWEST_AZ,-2.592166504
SOUTHWEST_GA,0.536915264
SOUTHWEST_IA,1.432991044
SOUTHWEST_IL,1.76242739
SOUTHWEST_IN,2.089040732
SOUTHWEST_KS,0.543183271
SOUTHWEST_LA,1.591003636
SOUTHWEST_MN,1.256952359
SOUTHWEST_MS,1.573072202
SOUTHWEST_ND,0.482720296
SOUTHWEST_NE,0.533882369
SOUTHWEST_OH,1.598010792
SOUTHWEST_OK,0.469784017
SOUTHWEST_SD,0.563894214
SOUTHWEST_WI,1.720980603
SOUTHWESTERN HIGHLANDS_ID,-0.187845555
SOUTHWESTERN MOUNTAIN_VA,0.495321903
SOUTHWESTERN MOUNTAINS_NM,-0.973269089
SOUTHWESTERN VALLEYS_ID,-0.44034453
SOUTHWESTERN VALLEYS_OR,-0.270516079
SOUTHWESTERN_MT,0.485652037
SOUTHWESTERN_WV,1.632506125
ST. LAWRENCE VALLEY_NY,2.118994212
TIDEWATER_VA,0.717543755
TRANS PECOS_TX,-0.684274673
UINTA BASIN_UT,-1.457547257
UPPER COAST_TX,1.336659419
UPPER DELTA_MS,1.526611137
UPPER PLAINS_AL,1.787233126
UPPER PLATTE_WY,-0.657658749
UPPER SNAKE RIVER PLAINS_ID,-0.625676687
UPPER SOUTHERN_MD,0.865971986
UPPER SUSQUEHANNA_PA,1.498167021
WEST CENTRAL LOWER_MI,2.582431282
WEST CENTRAL PLAINS_MO,1.400995939
WEST CENTRAL_AR,1.782637739
WEST CENTRAL_GA,0.717731768
WEST CENTRAL_IA,1.327832219
WEST CENTRAL_IN,2.000547116
WEST CENTRAL_KS,0.920194089
WEST CENTRAL_LA,1.561587212
WEST CENTRAL_MN,1.043305085
WEST CENTRAL_ND,0.690298041
WEST CENTRAL_OH,1.366225193
WEST CENTRAL_OK,0.613765125
WEST CENTRAL_SC,0.290720276
WEST CENTRAL_WI,1.329582981
WEST OLYMPIC COAST_WA,-0.049877727
WEST OZARKS_MO,1.377287287
WEST SOUTHWEST_IL,1.519132742
WEST UPPER_MI,1.157575873
WEST_IL,1.746181426
WESTERN PIEDMONT_VA,1.355728243
WESTERN PLATEAU_NY,1.644049383
WESTERN_KY,1.890582314
WESTERN_MA,1.909491012
WESTERN_MT,-0.129822741
WESTERN_TN,1.793200642
WESTERN_UT,-0.947682965
WESTERN_VT,2.072794642
WILLAMETTE VALLEY_OR,-0.117552807
WIND RIVER_WY,-0.124417659
YELLOWSTONE DRAINAGE_WY,1.348018679
