"Figure 4. U.S. Lands Under Drought Conditions, 2000-2023",,,,,,,
Source: EPA's Climate Change Indicators in the United States: www.epa.gov/climate-indicators,,,,,,,
"Data source: National Drought Mitigation Center, 2024",,,,,,,
Web update: June 2024,,,,,,,
Units: Percent of U.S. land area,,,,,,,
,,,,,,,
Month,Day,Year,D4 Exceptional drought,D3 Extreme drought,D2 Severe drought,D1 Moderate drought,D0 Abnormally dry
2,13,2001,0.51,0.84,3.37,13.95,12.58
2,6,2001,0.28,0.58,3.71,5.58,22.26
1,30,2001,0.29,0.45,3.45,5.73,22.74
1,23,2001,0.29,0.52,3.97,6.09,25.62
1,16,2001,0.28,1.01,3.84,6.94,13.22
1,9,2001,0.28,0.91,4.27,6.5,14.69
1,2,2001,0.28,0.52,4.34,6.51,12.82
12,26,2000,0.3,0.5,5.48,5.77,11.22
12,19,2000,0.25,0.49,5.55,6.53,11.79
12,12,2000,0.21,0.71,6.84,6.5,13.53
12,5,2000,0.11,0.57,6.89,6.45,14.37
11,28,2000,0,0.59,6.96,6.03,16.2
11,21,2000,0,2.21,6.73,5.86,15.15
11,14,2000,0.6,4.27,5.1,5.84,15.08
11,7,2000,0.83,5.43,4.14,6.27,21.26
10,31,2000,2.2,5.4,6.61,14.84,20.97
10,24,2000,1.41,5.01,8,18.42,20.93
10,17,2000,0.87,5.05,12.67,15.7,15.79
10,10,2000,0.39,4.52,15.42,14.01,15.48
10,3,2000,0.62,5.22,16.06,12.41,16.33
9,26,2000,0.62,5.14,14.3,12.03,16.33
9,19,2000,1.37,5.63,14.9,11.47,15.54
9,12,2000,1.43,6.01,12.84,12,14.86
9,5,2000,2.18,4.57,9.47,12.84,18.88
8,29,2000,2.06,3.68,7.5,13.78,20.13
8,22,2000,2,2.52,7.17,12.76,17.56
8,15,2000,1.66,2.03,7.26,12.16,20.19
8,8,2000,1.78,1.97,5.32,11.54,22.28
8,1,2000,2.01,2.12,4.61,11.55,21.38
7,25,2000,2.16,2.2,3.52,11.36,23.95
7,18,2000,1.77,2.8,2.85,11.45,25.48
7,11,2000,1.38,2.54,2.95,10.23,26.58
7,4,2000,1.05,2.56,3.3,8.06,27.23
6,27,2000,1.39,2.39,6.74,9.43,18.93
6,20,2000,1.37,4.25,6.24,7.27,16.62
6,13,2000,1.28,4.85,5.77,7.82,17.27
6,6,2000,0.25,4.27,6.18,7.27,13.42
5,30,2000,0.22,4.03,7.23,8.84,11.53
5,23,2000,0,3,8.84,8.15,15.38
5,16,2000,0,2.5,10.52,10.79,15.98
5,9,2000,0,1.39,9.34,10.03,16.37
5,2,2000,0,1.39,9.66,10.53,15.81
4,25,2000,0,1.24,9.67,9.51,16.38
4,18,2000,0,0,12.2,10.15,17.01
4,11,2000,0,0,11.43,10.76,15.65
4,4,2000,0,0,12.08,9.42,19.15
3,28,2000,0,0,10.42,11.85,15.76
3,21,2000,0,0,13.06,11.95,15.25
3,14,2000,0,0,13.43,12.17,14.96
3,7,2000,0,0,12.6,14.37,18.3
2,29,2000,0,0,11.75,15.53,18.37
2,22,2000,0,0,9.15,16.59,21.67
2,15,2000,0,0,9.13,17.64,26.06
2,8,2000,0,0,9.22,15.43,28.85
2,1,2000,0,0,8.53,15.76,30.11
1,25,2000,0,0,8.45,12.94,36.58
1,18,2000,0,0,8.67,13.08,34.99
1,11,2000,0,0,8.27,12.66,30.8
1,4,2000,0,0,7.9,11.71,23.1
